objectid,identifier,notes,orderid,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,display_template,object_location,image_small,image_thumb
01-06-234,01-06-234,,,Children Playing,"Children Playing (2 photos) one shows boys running, maybe playing tag, and the second shows boys playing marbles",,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-234.jpg,01-06-234,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-234.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-234_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-234_th.jpg
01-06-278,01-06-278,,,Latah County Courthouse,"Latah County Courthouse located between 5th and 6th Sts., at Van Buren St.",,"Moscow, ID",1938,1938,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Courthouse; Idaho,Moscow Public Buildings,Courthouse,,Idaho,,,01-06-278.jpg,01-06-278,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-278.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-278_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-278_th.jpg
01-06-279,01-06-279,,,"Latah County Courthouse, Garage","Latah County Courthouse, garage",,"Moscow, ID",1938,1938,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Courthouse; Idaho,Moscow Public Buildings,Courthouse,,Idaho,,,01-06-279.jpg,01-06-279,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-279.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-279_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-279_th.jpg
01-06-280,01-06-280,,,Latah County Jail,Latah County Jail,,"Moscow, ID",1938,1938,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Courthouse; Idaho,Moscow Public Buildings,Courthouse,,Idaho,,,01-06-280.jpg,01-06-280,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-280.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-280_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-280_th.jpg
01-06-293,01-06-293,,,Moscow High Graduating Class 1903,"Moscow High School 1903 Class Ralph Naylor, second from right Donor: Loyal Talbott",,"Moscow, ID",1903,1903,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-293.jpg,01-06-293,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-293.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-293_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-293_th.jpg
01-06-334,01-06-334,,,First Baptist Church congregation,"First Baptist Church congregation, Donor: Ken Hedglin",,"Moscow, ID",1957,1957,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-334.jpg,01-06-334,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-334.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-334_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-334_th.jpg
01-06-338,01-06-338,,,Moscow City Hall,"City Hall, P. Carter and B. Anderson",,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; City Hall; Idaho,Moscow Public Buildings,City Hall,,Idaho,,,01-06-338.jpg,01-06-338,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-338.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-338_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-338_th.jpg
01-06-340,01-06-340,,,Gritman Hospital,Second Gritman Hospital,,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Hospital; Idaho,Moscow Public Buildings,Hospital,,Idaho,,,01-06-340.jpg,01-06-340,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-340.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-340_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-340_th.jpg
01-06-341,01-06-341,,,Moscow First Church of God,"First Church of God, Moscow Donor: The Idahonian",,"Moscow, ID",1980,1980s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-341.jpg,01-06-341,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-341.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-341_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-341_th.jpg
01-06-342,01-06-342,,,4th grade class,"Stanley Shell's 4th grade class includes Stanley Shell, Gerald Hodgins, Donor: Joanna Shell?",,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-342.jpg,01-06-342,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-342.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-342_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-342_th.jpg
01-06-343,01-06-343,,,Carnegie Library,"Carnegie Library, Moscow, ID Donor: Loris Jones",,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Library; Idaho,Moscow Public Buildings,Library,,Idaho,,,01-06-343.jpg,01-06-343,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-343.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-343_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-343_th.jpg
01-06-344,01-06-344,,,PHOTO,"Minnie Taylor Lauder, 2 Moscow Schools in background Donor: Jeanette Talbott",,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-344.jpg,01-06-344,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-344.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-344_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-344_th.jpg
01-06-345,01-06-345,,,Russell School,"Russell School, adults and students in front and on side of building",,"Moscow, ID",1883,1883,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-345.jpg,01-06-345,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-345.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-345_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-345_th.jpg
01-06-346,01-06-346,,,First Christian Church,First Christian Church on Third St. behind old Post Office Donor: Mrs. Earl Woods,,"Moscow, ID",1960,c 1960s?,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-346.jpg,01-06-346,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-346.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-346_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-346_th.jpg
01-06-347,01-06-347,,,Seventh Day Adventist Church,"Seventh Day Adventist Church on W. Third St., Moscow Donor: Mrs. Earl Woods",,"Moscow, ID",1940,c 1940s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-347.jpg,01-06-347,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-347.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-347_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-347_th.jpg
01-06-348,01-06-348,,,First Christian Church,First Christian Church Donor: Ken Hedglin,,"Moscow, ID",1940,1940s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-348.jpg,01-06-348,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-348.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-348_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-348_th.jpg
01-06-349,01-06-349,,,Catholic Church interior,Catholic Church interior Donor: Ken Hedglin,,"Moscow, ID",1948-08-13,8/13/1948,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-349.jpg,01-06-349,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-349.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-349_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-349_th.jpg
01-06-350,01-06-350,,,Whitworth School,Whitworth School Donor: Ken Hedglin,,"Moscow, ID",1947-07-11,7/11/1947,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-350.jpg,01-06-350,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-350.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-350_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-350_th.jpg
01-06-351,01-06-351,,,Sewage Plant,Sewage Plant,,"Moscow, ID",1948,1948,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Sewage Plant; Idaho,Moscow Public Buildings,Sewage Plant,,Idaho,,,01-06-351.jpg,01-06-351,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-351.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-351_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-351_th.jpg
01-06-352,01-06-352,,,Gritman Hospital,Gritman Hospital,,"Moscow, ID",1940,c1940,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Hospital; Idaho,Moscow Public Buildings,Hospital,,Idaho,,,01-06-352.jpg,01-06-352,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-352.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-352_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-352_th.jpg
01-06-353,01-06-353,,,First Methodist Church,First Methodist Church,,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-353.jpg,01-06-353,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-353.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-353_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-353_th.jpg
01-06-355,01-06-355,,,Gritman Hospital CAT Scanner,Gritman Hospital CAT Scanner,,"Moscow, ID",1986,1986,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Hospital; Idaho,Moscow Public Buildings,Hospital,,Idaho,,,01-06-355.jpg,01-06-355,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-355.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-355_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-355_th.jpg
01-06-356,01-06-356,,,Moscow High School addition,Moscow High School addition,,"Moscow, ID",1990,1990,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-356.jpg,01-06-356,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-356.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-356_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-356_th.jpg
01-06-357,01-06-357,,,New Russell School construction,New Russell School construction,,"Moscow, ID",1928-07-26,26-Jul-28,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-357.jpg,01-06-357,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-357.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-357_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-357_th.jpg
01-06-358,01-06-358,,,Clean up day in the classroom,Clean up day in the classroom,,"Moscow, ID",,,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-358.jpg,01-06-358,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-358.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-358_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-358_th.jpg
01-06-359,01-06-359,,,School Clean up Day,School Clean up Day,,"Moscow, ID",1990,1990,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-359.jpg,01-06-359,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-359.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-359_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-359_th.jpg
01-06-362,01-06-362,,,Moscow High School,Moscow High School,,"Moscow, ID",1939,after 1939,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-362.jpg,01-06-362,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-362.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-362_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-362_th.jpg
01-06-367,01-06-367,,,Russell School,Russell School,,"Moscow, ID",1912,1912,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-367.jpg,01-06-367,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-367.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-367_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-367_th.jpg
01-06-368,01-06-368,,,Russell School,Russell School,,"Moscow, ID",1912,1912,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-368.jpg,01-06-368,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-368.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-368_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-368_th.jpg
01-06-369,01-06-369,,,Moscow High School diploma,Moscow High School diploma (belonging to Alma Lauder or Ralph Lauder) Donor: Jeanette Talbott,,,1914,1914/16,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-369.jpg,01-06-369,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-369.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-369_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-369_th.jpg
01-06-380,01-06-380,,,Latah Care Center,Latah Care Center,,"Moscow, ID",1993,1993,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Community Center; Idaho,Moscow Public Buildings,Community Center,,Idaho,,,01-06-380.jpg,01-06-380,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-380.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-380_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-380_th.jpg
01-06-381,01-06-381,,,Latah Care Center,Latah Care Center,,"Moscow, ID",1993,1993,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Community Center; Idaho,Moscow Public Buildings,Community Center,,Idaho,,,01-06-381.jpg,01-06-381,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-381.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-381_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-381_th.jpg
01-06-382,01-06-382,,,Boxcar with Moscow High School Logo,Moscow High School boxcar Donor: The Spokane Chronicle,,"Moscow, ID",1979,1979,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-382.jpg,01-06-382,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-382.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-382_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-382_th.jpg
01-06-383,01-06-383,,,Old Clothes Day,"Moscow High School Old Clothes Day - students pose in front of school, ""boosting for MHS Basketball Team"" Donor: Hazel Jones",,"Moscow, ID",1921,ca.1921,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-383.jpg,01-06-383,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-383.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-383_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-383_th.jpg
01-06-384,01-06-384,,,Latah County Courthouse,"Old Latah County Courthouse built in 1888-89, razed in 1958. Location: between 5th and 6th Sts, Adams and Van Buren Donor: B Cross",,"Moscow, ID",1950,1950s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Courthouse; Idaho,Moscow Public Buildings,Courthouse,,Idaho,,,01-06-384.jpg,01-06-384,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-384.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-384_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-384_th.jpg
01-06-385,01-06-385,,,Police Station,Old Police Station east of City Hall at 108 East 4th St Donor: B Cross,,"Moscow, ID",1950,1950s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Police Station; Idaho,Moscow Public Buildings,Police Station,,Idaho,,,01-06-385.jpg,01-06-385,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-385.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-385_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-385_th.jpg
01-06-386,01-06-386,,,Moscow High School,Moscow High School,,"Moscow, ID",1950,1950s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-386.jpg,01-06-386,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-386.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-386_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-386_th.jpg
01-06-387,01-06-387,,,Moscow High School,Moscow High School,,"Moscow, ID",1920,ca.1920,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; 1912 Center; Idaho,Moscow Public Buildings,Schools,1912 Center,Idaho,,,01-06-387.jpg,01-06-387,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-387.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-387_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-387_th.jpg
01-06-388,01-06-388,,,Pullman Moscow Regional Airport,Pullman Moscow Regional Airport runway Donor: Moscow Chamber of Commerce,,"Pullman, WA",1976,1976,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Airport; Idaho,Moscow Public Buildings,Airport,,Idaho,,,01-06-388.jpg,01-06-388,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-388.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-388_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-388_th.jpg
01-06-389,01-06-389,,,Pullman Moscow Regional Airport,Pullman Moscow Regional Airport Donor: Moscow Chamber of Commerce,,"Pullman, WA",1976,1976,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Airport; Idaho,Moscow Public Buildings,Airport,,Idaho,,,01-06-389.jpg,01-06-389,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-389.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-389_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-389_th.jpg
01-06-390,01-06-390,,,Pullman Moscow Regional Airport,Pullman Moscow Regional Airport Donor: Moscow Chamber of Commerce,,"Pullman, WA",1976,1976,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Airport; Idaho,Moscow Public Buildings,Airport,,Idaho,,,01-06-390.jpg,01-06-390,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-390.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-390_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-390_th.jpg
01-06-391,01-06-391,,,Pullman Moscow Regional Airport,Pullman Moscow Regional Airport Donor: Moscow Chamber of Commerce,,"Pullman, WA",1976,1976,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Airport; Idaho,Moscow Public Buildings,Airport,,Idaho,,,01-06-391.jpg,01-06-391,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-391.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-391_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-391_th.jpg
