identifier,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,object_thumb,object_location,reference_url
"01-02-350","O.C. Carssow Grocery Store","O. C. Carssow Grocery Store on Main Street with Moscow Cycle Works next door.","","Moscow, Idaho","1900","1900","1910","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; O.C. Carssow Groceries; Moscow Cycle Works; Downtown; Child; Idaho","Main Street","O.C. Carssow Groceries","Moscow Cycle Works","Downtown","Child","Idaho","01-02-350.jpg","01-02-350","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-350_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-350.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-350.html"
"01-02-351","David&#39;s Department Store On Main Street","David&#39;s Department Store from the corner of Third and Main Streets, near Florsheim Shoes and Carter&#39;s Drug Store.","","Moscow, Idaho","1950","1950","1960","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Davids&#39;; Carter&#39;s Drugs; Florsheim Shoes; Jewelers; Idaho","Main Street","David&#39;s","Carter&#39;s Drugs","Florsheim Shoes","Jewelers","Idaho","01-02-351.jpg","01-02-351","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-351_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-351.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-351.html"
"01-02-352","W.A. Lauder Cement Blocks Parade Float","The photo contains Mr. W.A. Lauder showing off of his Cement Blocks on a parade float. The photograph was taken on South Main Street in Moscow, Idaho looking west. Merril Hall of the University of Idaho can be seen on the skyline in the background.","","Moscow, Idaho","1880","1880","1890","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Parade Float; Merrill Hall; University of Idaho; Lauder, Wylie A.; Bricks; Concrete products industry; Concrete; Parades &amp; processions; Horses","Main Street","Parade Float","Merrill Hall","University of Idaho","Lauder, Wylie A.","Bricks Concrete products industry Concrete Parades &amp; processions Horses","01-02-352.jpg","01-02-352","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-352_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-352.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-352.html"
"01-02-353","Washington State College Rooters on the March","A sepia toned postcard entitled &quot; W.S.C. Rooters Marching Thru Moscow.&quot; W.S.C. refers to Washington State College, which is now Washington State University. David &amp; Ely Co. LTD. buidling is in the background. On a building in the distance is a painted sign for Potter Wheeler &amp; Co.","","Moscow, Idaho","1895","1895","1905","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Washington State University; Rooters; David &amp; Ely; Motter Wheeler; Idaho","Main Street","Washington State University","Rooters","David &amp; Ely","Motter Wheeler","Idaho","01-02-353.jpg","01-02-353","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-353_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-353.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-353.html"
"01-02-354","Busy Main Street","A postcard showing a busy Main Street showing Warren&#39;s Drug, Dodson&#39;s Jewelers, David&#39;s Department Store, Farmer&#39;s Insurance, and Vogue Beauty Salon.","","Moscow, Idaho","1960","1960","1969","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Warren&#39;s Drug; Vogue Beauty Salon; Davids&#39;; Farmer&#39;s Insurance; Idaho","Main Street","Warren&#39;s Drug","Vogue Beauty Salon","David&#39;s","Farmer&#39;s Insurance","Idaho","01-02-354.jpg","01-02-354","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-354_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-354.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-354.html"
"01-02-355","Moscow Boys Leaving for Camp","Boys are standing outside the Moscow Hotel, I.O.O.F Lodge,  and Hodgin&#39;s Drug getting prepared to leave for camp.","","Moscow, Idaho","1917-10-06","1917-10-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Moscow Hotel; Hodgins Drug; I.O.O.F Lodge; Camp; Idaho","Main Street","Moscow Hotel","Hodgin&#39;s Drug","I.O.O.F Lodge","Camp","Idaho","01-02-355.jpg","01-02-355","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-355_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-355.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-355.html"
"01-02-356","Young Women Models in Front of David&#39;s Department Store","Fourteen young women modeling David&#39;s products in front of David&#39;s Department Store, the young women are identified as followed (Left to Right): Unidentified David&#39;s employee, Judy Alluardt, Make Gagon, Bev Nelson, Kay Lewis, Lee Ann Strom, Karen Bohman, Val Eastman, Sharron Dunham, Karen Anderson, Shirlie Olson, Barb Schutte, two unidentified David&#39;s Employees.","","Moscow, Idaho","1958","1958","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Davids&#39;; Models; Clothing; Department Store","Main Street","David&#39;s","Models","Clothing","Allwardt, Judy Gagon, Michael (female) Nelson, Bev Lewis, Kay Strom, Lee Ann Bohman, Karen Eastman, Valerie Dunham, Sharon Anderson, Karen Olson, Shirlee (Anderson) Schutte, Barb","Department Store","01-02-356.jpg","01-02-356","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-356_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-356.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-356.html"
"01-02-357","Main Street Looking North Postcard","A postcard of Main Street looking north at Rexall Drug, Moscow Hotel, and Scott&#39;s Flower&#39;s and Gifts.","","Moscow, Idaho","1940","1940","1949","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Rexall Drug; Moscow Hotel; Scott&#39;s Flowers and Gifts; Owl Drug Store; Idaho","Main Street","Rexall Drug","Moscow Hotel","Scott&#39;s Flowers and Gifts","Owl Drugstore","Idaho","01-02-357.jpg","01-02-357","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-357_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-357.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-357.html"
"01-02-358","David&#39;s Department Store Postcard","A postcard on Main Street looking South toward David&#39;s Department Store and Carter&#39;s Drugstore.","","Moscow, Idaho","1950","1950","1960","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Davids&#39;; Carter&#39;s Drugs; Florist; Hotel; Idaho","Main Street","David&#39;s","Carter&#39;s Drugs","Florist","Hotel","Idaho","01-02-358.jpg","01-02-358","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-358_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-358.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-358.html"
"01-02-359","Postcard of Main Street Block","A postcard that shows a Main Street block including David&#39;s Department Store, the Parisian, and Scott&#39;s Flowers and Gifts.","","Moscow, Idaho","1940","1940","1950","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Davids&#39;; Scott&#39;s Flowers; The Parisian; Carter&#39;s Drugs; Idaho","Main Street","David&#39;s","Scott&#39;s Flowers","The Parisian","Carter&#39;s Drugs","Idaho","01-02-359.jpg","01-02-359","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-359_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-359.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-359.html"
"01-02-360","Street Intersection on Main Street","A view of Main Street showing Union Oil Service on one corner and Standard Stations Inc. on the opposite side of the street, next to a Nelson&#39;s Auto Electric and Moscow Steam Laundry and Dry Cleaning.","","Moscow, Idaho","1946-06-12","1946-06-12","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Standard Station; Union Oil; Moscow Steam Laundry; Nuart Theatre; Idaho","Main Street","Standard Station","Union Oil","Moscow Steam Laundry","Nuart Theatre","Idaho","01-02-360.jpg","01-02-360","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-360_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-360.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-360.html"
"01-02-361","Nuart Theatre and the I.O.O.F Lodge on Main Street","A view of a block on Main Street showing the I.O.O.F Lodge, Moscow Electrical Company, Willis Grocery, and Plymouth/Chrysler Dealership on the left and Nuart Theatre and Polly Cleaners on the right.","","Moscow, Idaho","1946","1946","","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Nuart Theatre; IOOF; Willis Grocery; Moscow Electrical Company; Idaho","Main Street","Nuart Theatre","I.O.O.F","Willis Grocery","Moscow Electrical Company","Idaho","01-02-361.jpg","01-02-361","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-361_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-361.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-361.html"
"01-02-362","Intersection of Washington Street and 3rd Street","A snow covered intersection of Washington Street and 3rd Street showing Bloor Motor Company, Lane&#39;s, and Spot Shop Cleaners.","","Moscow, Idaho","1950","1950","1955","Image;StillImage","PHOTOGRAPH","image/jpeg","Main Street; Bloor Motor Company; Washington Street; 3rd Street; Lane&#39;s; Spot Shop Cleaners","Main Street","Bloor Motor Company","Washington Street","3rd Street","Lane&#39;s","Spot Shop Cleaners","01-02-362.jpg","01-02-362","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-362_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-362.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-02-362.html"
"01-03-001","Service station in Moscow, Idaho","Smith Brothers service station at 723 S. Main Street, Moscow, Idaho, showing three gas pumps and bays for tires, lubrication, and washing.  Two old cars at each side of photo.","","Moscow, Idaho","1930","1930","1940","Image;StillImage","PHOTOGRAPH","image/jpeg","Service station; Cars; Grain Elevator; Downtown","Service station","Cars","Grain elevator","Downtown","","","01-03-001.jpg","01-03-001","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-001_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-001.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-001.html"
"01-03-002","Jim Murray&#39;s Shell Service Station","Jim Murray&#39;s Shell service station in Moscow, Idaho","","Moscow, Idaho","1950","1950","1960","Image;StillImage","PHOTOGRAPH","image/jpeg","Service station; Gas pumps; Moscow; Idaho","Service station","Gas pumps","Moscow","Idaho","","","01-03-002.jpg","01-03-002","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-002_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-002.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-002.html"
"01-03-003","Postcard of Hotel Moscow, Moscow, Idaho","Postcard to Fannie Osterhout from Ivan, showing Hotel Moscow and Hodgins Drug in Moscow, Idaho","","Moscow, Idaho","1912","1912","","Image;StillImage","PHOTOGRAPH","image/jpeg","Hotel; Drug Store; Moscow; Idaho; Brick buildings; Downtown","Hotel","Drug store","Moscow","Idaho","Brick building","Downtown","01-03-003.jpg","01-03-003","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-003_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-003.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-003.html"
"01-03-004","Kenworthy Theatre, Moscow, Idaho","Kenworthy Theatre exterior, advertising &quot;Simba&quot; and a talking act with the Robt Morton Pipe Organ. The organ was later moved to the University of Idaho Administration Bbuilding Auditorium.","","Moscow, Idaho","1930","1930","1940","Image;StillImage","PHOTOGRAPH","image/jpeg","Theater; Downtown; Moscow; Idaho; Brick buildings; Pipe organ","Theatre","Downtown","Moscow","Idaho","Brick building","Pipe organ","01-03-004.jpg","01-03-004","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-004_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-004.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-004.html"
"01-03-005","Skattaboe Block, Moscow, Idaho","Skattaboe Building  housing  the Gem City Hardware Store and the Moscow Dental Parlor on the second floor.","","Moscow, Idaho","1905.0","1905.0","","Image;StillImage","PHOTOGRAPH","image/jpeg","Skattaboe Block; Moscow; Idaho; Downtown; Gem City Hardware; Moscow Dental Parlor","Skattaboe Block","Moscow","Idaho","Downtown","Gem City Hardware","Moscow Dental Parlor","01-03-005.jpg","01-03-005","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Jackson St. and 3rd St. Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-005_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-005.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-005.html"
"01-03-007","The Wonder Bar, Moscow, Idaho","Photo shows five men posing in front of The Wonder Bar in Moscow, Idaho.  Joe Mordhorst on right. Advertisements for the New York Brewery in Spokane, Washington are shown on the columns.","","Moscow, Idaho","1886","1886","1903","Image;StillImage","PHOTOGRAPH","image/jpeg","Wonder Bar; Moscow; Idaho; Downtown; Joe Mordhorst","Wonder Bar","Moscow","Idaho","Downtown","Joe Mordhorst","","01-03-007.jpg","01-03-007","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-007_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-007.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-007.html"
"01-03-008","W.J. McConnell &amp; Co. store, Moscow, Idaho","McConnell Store at southeast corner of 1st and Main Sts, Moscow, Idaho.  E.R. Smith standing on porch when he was a clerk at 12 years. 13 people standing on porch. This is a copy from a tintype.","","Moscow, Idaho","1880","1880","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell Store; Moscow; Idaho; Early business","McConnell Store","Moscow","Idaho","Early business","","","01-03-008.jpg","01-03-008","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-008_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-008.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-008.html"
"01-03-012","Daily Idahonian presses, Moscow, Idaho","Interior photo of two women working with the newspaper&#39;s presses","","Moscow, Idaho","1938","1938","1945","Image;StillImage","PHOTOGRAPH","image/jpeg","Daily Idahonian; Moscow; Idaho; Newspaper; Newspaper press","Daily Idahonian","Moscow","Idaho","Newspaper","Newspaper press","","01-03-012.jpg","01-03-012","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-012_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-012.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-012.html"
"01-03-013","David &amp; Ely Store, Moscow, Idaho","Interior photo of Harry Sampson and Ray Yates in David&#39;s Department Store, showing racks of suit coats, wooden floor, banners, upper balcony, and money chutes in back.","","Moscow, Idaho","1912","1912","","Image;StillImage","PHOTOGRAPH","image/jpeg","Department Store; Moscow; Idaho; Clothing; Money chute","Department Store","Moscow","Idaho","Clothing","Money chute","","01-03-013.jpg","01-03-013","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-013_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-013.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-013.html"
"01-03-014","Idaho National Harvester Company inspection","The State Farmers Union inspecting the Idaho National Harvester Co&#39;s plant at Moscow, ID","","Moscow, Idaho","1911-05-23","1911-05-23","","Image;StillImage","PHOTOGRAPH","image/jpeg","Farmers&#39; Union; Inspection; Idaho National Harvester Company; Moscow; Idaho; Old truck","Farmers&#39; Union","Inspection","Idaho National Harvester Company","Moscow","Idaho","Old truck","01-03-014.jpg","01-03-014","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-014_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-014.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-014.html"
"01-03-015","Postcard of five men in front of The Daily Star-Mirror, Moscow, Idaho","A.C. Fenn with apron leaning against door of the Daily Star-Mirror, Moscow, Idaho&#39;s local newspaper in 1915.","","Moscow, Idaho","1915.0","1915.0","","Image;StillImage","PHOTOGRAPH","image/jpeg","Daily Star-Mirror; Newspaper; A.C. Fenn; Brick buildings; Moscow; Idaho","Daily Star-Mirror","Newspaper","A.C. Fenn","Brick building","Moscow","Idaho","01-03-015.jpg","01-03-015","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-015_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-015.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-015.html"
"01-03-016","George Weber&#39;s Harness Shop interior","Interior of Weber&#39;s Harness Shop at Third and Main Streets, Moscow, Idaho, showing their goods, two men (George Weber and Henry Ryrie) and a dog.  More information can be found in the book &quot;A Great Good Country&quot; by Lillian Otness.","","Moscow, Idaho","1883","1883","","Image;StillImage","PHOTOGRAPH","image/jpeg","George Weber; Henry Ryrie; Harness Shop; Moscow; Idaho; Downtown","George Weber","Henry Ryrie","Harness shop","Moscow","Idaho","Downtown","01-03-016.jpg","01-03-016","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-016_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-016.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-016.html"
"01-03-017","David&#39;s Grocery","Interior of David&#39;s department store in Moscow, Idaho. This image shows David &amp; Ely&#39;s Grocery store. The men in the store are Thomas Schumacker, Bayard T. Byrns and Charles Fisher. There are a variety of canned goods behind the counter and the tube mail system (a unique feature of David &amp; Ely&#39;s) can be seen behind the counter.","","Moscow, Idaho","1912","1912","","Image;StillImage","PHOTOGRAPH","image/jpeg","David &amp; Ely; Department Store; Grocery Store; Scale","David &amp; Ely","Department Store","Grocery Store","Scale","","","01-03-017.jpg","01-03-017","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","122 S. Howard St. Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-017_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-017.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-017.html"
"01-03-018","Ready to wear mens clothing in David &amp; Ely&#39;s department store","Ready wo wear mens clothing inside David &amp; Ely&#39;s department store in Moscow, Idaho. This photograph shows racks of suits, boxes of hats and some out of box hats and gloves with people in the store. A penenant above the suits reads: &quot;Home of the L System Clothes.&quot; In the photograph are: Roy Yates, Harry Sampson, Marvin Mulkey and Louie Denning.","","Moscow, Idaho","1912","1912","","Image;StillImage","PHOTOGRAPH","image/jpeg","David &amp; Ely; Department Store; Mens Clothing; Clothing; Moscow; Idaho","David &amp; Ely","Department Store","Mens Clothing","Clothing","Moscow","Idaho","01-03-018.jpg","01-03-018","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","122 S. Howard St. Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-018_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-018.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-018.html"
"01-03-019","Ready to wear mens clothing in David &amp; Ely&#39;s department store","Ready wo wear mens clothing inside David &amp; Ely&#39;s department store in Moscow, Idaho. This photograph shows racks of suits, glass cases with goods inside, penants and two employees. On the left is Raymond Yates, on the right is Harry Sampson. This image was taken in the Christmas season of 1912.","","Moscow, Idaho","1912-12","1912-12","","Image;StillImage","PHOTOGRAPH","image/jpeg","David &amp; Ely; Department Store; Mens Clothing; Clothing; Moscow; Idaho","David &amp; Ely","Department Store","Mens Clothing","Clothing","Moscow","Idaho","01-03-019.jpg","01-03-019","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","122 S. Howard St., Moscow, ID","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-019_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-019.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-019.html"
"01-03-020","J.T. Wilson&#39;s Horse Barn and Livery Stable","The exterior of the J.T. Wilson Horse Barn and Livery Stable showing the variety of horses and carriages housed at the horse barn. The horse barn was located on Sixth Street in Moscow, Idaho. Three men are labeled in the photograph and are all seted on a wagon. From right to left: Earl Sawyer, Jim Buchanon, and Jack Wilson.","","Moscow, Idaho","1910","1910","","Image;StillImage","PHOTOGRAPH","image/jpeg","Horse Barn; J.T. Wilson; Livery stable; Horses; Wagon; Idaho","Horse Barn","J.T. Wilson","Livery Stable","Horses","Wagon","Idaho","01-03-020.jpg","01-03-020","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","On West 3rd St., right off Main St. Moscow, ID","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-020_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-020.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-020.html"
"01-03-021","Hodgin&#39;s Drug Store Moscow, Idaho","The interior of Hodgin&#39;s Drug Store in Moscow, Idaho.  Inside are large glass cases full of goods and large racks of drugs in jars on the shelves. The pharmasist stands on the right while another man sits on the left.","","Moscow, Idaho","1892-06-23","1892-06-23","","Image;StillImage","PHOTOGRAPH","image/jpeg","Hodgins Drug Store; Pharmacy; Interior; Moscow; Idaho","Hodgins Drug Store","Pharmacy","Interior","Moscow","Idaho","","01-03-021.jpg","01-03-021","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Los Angeles, CA","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-021_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-021.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-021.html"
"01-03-022","Idaho First National Bank","The Idaho First National Bank in Moscow, Idaho on the corner of Third and Main Streets. This international style structure made with poured concrete is in start contrast to the historic, brick fabric of the neighborhood it sits in.","","Moscow, Idaho","1970","1970","","Image;StillImage","PHOTOGRAPH","image/jpeg","Idaho First National Bank; Banks; International Style; Poured Concrete; Moscow; Idaho","Idaho First National Bank","Bank","International Style","Poured Concrete","Moscow","Idaho","01-03-022.jpg","01-03-022","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","122 S. Howard St., Moscow, ID","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-022_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-022.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-022.html"
"01-03-023","Idaho First National Bank","Exterior of Idaho First National Bank as it looked circa 1969. Jackle Jewlry and Hodins Drugs can be seen to the left while Lemman Office Equipment can be seen to the right. Main Street and Third Street can also be seen in the image.","","Moscow, Idaho","1969","1969","","Image;StillImage","PHOTOGRAPH","image/jpeg","Idaho First National Bank; Banks; Jackle Jewelry; Main Street; Moscow; Idaho","Idaho First National Bank","Bank","Jackle Jewlry","Main Street","Moscow","Idaho","01-03-023.jpg","01-03-023","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-023_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-023.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-023.html"
